종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"014100","메디앙스","KOSDAQ","","1572","-122","-7.2","18549600000"
"014190","원익큐브","KOSDAQ","","1300","30","2.36","46013592300"
"014470","부방","KOSDAQ","","1061","-16","-1.49","60529668040"
"014570","고려제약","KOSDAQ","","3415","15","0.44","37565000000"
"014620","성광벤드","KOSDAQ","","32100","-100","-0.31","852491384400"
"014940","오리엔탈정공","KOSDAQ","","4610","-100","-2.12","210094577210"
"014950","삼익제약","KOSDAQ","","9950","-540","-5.15","100172500600"
"014970","삼륭물산","KOSDAQ","","4505","-35","-0.77","66786625000"
"0155E0","해치텍","KOSDAQ","","11740","-260","-2.17","64419141000"
"0156T0","에이치엘지노믹스","KOSDAQ","","8540","-110","-1.27","66459654940"
"015710","코콤","KOSDAQ","","2925","-30","-1.02","51276712500"
"015750","성우하이텍","KOSDAQ","","5970","0","0.00","477600000000"
"016100","리더스코스메틱","KOSDAQ","","1259","0","0.00","24048025546"
"016250","SGC E&C","KOSDAQ","","11890","-80","-0.67","59889763540"
"0164H0","한국제16호스팩","KOSDAQ","","1954","-1","-0.05","13189500000"
"0165X0","메리츠제2호스팩","KOSDAQ","","1946","-2","-0.1","14089040000"
"016600","큐캐피탈","KOSDAQ","","2455","-5","-0.2","34275730455"
"016670","디모아","KOSDAQ","","2480","80","3.33","25281700320"
"016790","현대사료","KOSDAQ","","994","0","0.00","187340898626"
"016920","카스","KOSDAQ","","1064","-31","-2.83","27343450848"
"017000","신원종합개발","KOSDAQ","","2370","0","0.00","27653223990"
"017250","인터엠","KOSDAQ","","1053","10","0.96","22160876751"
"017480","삼현철강","KOSDAQ","","4915","105","2.18","75901804350"
"017510","세명전기","KOSDAQ","","8080","380","4.94","123187680000"
"017650","대림제지","KOSDAQ","","10800","0","0.00","94878000000"
"017890","한국알콜","KOSDAQ","","14240","60","0.42","294390725440"
"018000","유니슨","KOSDAQ","","1285","61","4.98","375107018945"
"018120","진로발효","KOSDAQ","","16700","20","0.12","110572704000"
"018290","브이티","KOSDAQ","","11690","-60","-0.51","408470086220"
"018310","삼목에스폼","KOSDAQ","","14590","-170","-1.15","214473000000"
"018620","우진비앤지","KOSDAQ","","2740","65","2.43","18996370680"
"018680","서울제약","KOSDAQ","","1964","-10","-0.51","22898902516"
"018700","졸스","KOSDAQ","","1301","-13","-0.99","21755660260"
"019010","베뉴지","KOSDAQ","","4860","25","0.52","234252000000"
"019210","와이지-원","KOSDAQ","","13300","150","1.14","494676582400"
"019540","일지테크","KOSDAQ","","5070","0","0.00","68513445000"
"019550","SBI인베스트먼트","KOSDAQ","","980","-4","-0.41","78951714520"
"019570","GMI벤처","KOSDAQ","","2745","-10","-0.36","26201035980"
"019660","글로본","KOSDAQ","","1501","3","0.2","20930443833"
"019770","서연탑메탈","KOSDAQ","","3200","-40","-1.23","37280000000"
"0197V0","엔에이치스팩34호","KOSDAQ","","1925","-5","-0.26","17421250000"
"019990","에너토크","KOSDAQ","","5400","60","1.12","52682875200"
"020180","대신정보통신","KOSDAQ","","4085","25","0.62","31396423555"
"020400","대동금속","KOSDAQ","","2760","-20","-0.72","25042948320"
"020710","시공테크","KOSDAQ","","3770","20","0.53","75580846900"
"021040","대호특수강","KOSDAQ","","1000","95","10.5","21704774000"
"021045","대호특수강우","KOSDAQ","","2405","285","13.44","2040623260"
"021080","에이티넘인베스트","KOSDAQ","","2120","20","0.95","101760000000"
"021320","KCC건설","KOSDAQ","","5980","100","1.7","127972000000"
"021650","한국큐빅","KOSDAQ","","1979","8","0.41","32357764177"
"021880","메이슨캐피탈","KOSDAQ","","1220","-9","-0.73","25886496800"
"0218L0","네오뷰","KOSDAQ","","12490","-100","-0.79","65899425750"
"022220","티케이지애강","KOSDAQ","","836","1","0.12","43300268044"
"023160","태광","KOSDAQ","","26050","-100","-0.38","673841654100"
"023410","유진기업","KOSDAQ","","3265","35","1.08","252419967695"
"023440","제이스코홀딩스","KOSDAQ","","521","0","0.00","46964378481"
"023600","삼보판지","KOSDAQ","","9180","0","0.00","146956194000"
"023760","한국캐피탈","KOSDAQ","","1414","4","0.28","223135970232"
"023770","플레이위드","KOSDAQ","","2620","-40","-1.5","23439816900"
"023790","동일스틸럭스","KOSDAQ","","1465","11","0.76","19147268720"
"023900","풍국주정","KOSDAQ","","7270","-70","-0.95","91602000000"
"023910","대한약품","KOSDAQ","","26400","0","0.00","158400000000"
"024060","흥구석유","KOSDAQ","","12880","-730","-5.36","193200000000"
"024120","KB오토시스","KOSDAQ","","3050","-25","-0.81","35075000000"
"024740","한일단조","KOSDAQ","","2275","-20","-0.87","74840786475"
"024800","유성티엔에스","KOSDAQ","","4665","-30","-0.64","164326351050"
"024830","세원물산","KOSDAQ","","8330","-160","-1.88","69555500000"
"024840","KBI메탈","KOSDAQ","","6500","620","10.54","281393034000"
"024850","HLB이노베이션","KOSDAQ","","13710","-1240","-8.29","435341088240"
"024880","케이피에프","KOSDAQ","","3880","80","2.11","77373501120"
"024910","경창산업","KOSDAQ","","1519","12","0.8","54409068595"
"024940","PN풍년","KOSDAQ","","2105","-30","-1.41","21050000000"
"024950","삼천리자전거","KOSDAQ","","4445","-20","-0.45","55118000000"
"025320","시노펙스","KOSDAQ","","3835","25","0.66","353666587755"
"025440","DH오토웨어","KOSDAQ","","3295","-10","-0.3","32146823980"
"025550","한국선재","KOSDAQ","","2255","20","0.89","57534079020"
"025770","한국정보통신","KOSDAQ","","8030","10","0.12","300677496130"
"025870","신라에스지","KOSDAQ","","1059","0","0.00","4236000000"
"025880","케이씨피드","KOSDAQ","","2340","10","0.43","39115107720"
"025900","동화기업","KOSDAQ","","6890","0","0.00","348339693650"
"025950","동신건설","KOSDAQ","","10040","10","0.1","84336000000"
"025980","아난티","KOSDAQ","","5170","50","0.98","503046118300"
"026040","제이에스티나","KOSDAQ","","2295","70","3.15","37876198050"
"026150","특수건설","KOSDAQ","","4185","155","3.85","73431395235"
"026910","광진실업","KOSDAQ","","3275","20","0.61","25965267650"
"027040","서울전자통신","KOSDAQ","","1701","-36","-2.07","23674125069"
"027050","코리아나","KOSDAQ","","1360","-1","-0.07","54400000000"
"027360","아주IB투자","KOSDAQ","","3865","10","0.26","468226994190"
"027580","상보","KOSDAQ","","1860","100","5.68","22015434300"
"027710","팜스토리","KOSDAQ","","1136","-1","-0.09","126569257600"
"027830","대성창투","KOSDAQ","","829","-4","-0.48","44766000000"
"028080","휴맥스홀딩스","KOSDAQ","","5300","-50","-0.93","12863418000"
"028300","HLB","KOSDAQ","","29650","-2350","-7.34","3949327311950"
"029480","광무","KOSDAQ","","1419","-3","-0.21","84741448308"
"030350","드래곤플라이","KOSDAQ","","973","0","0.00","15171092867"
"030520","한컴","KOSDAQ","","16980","20","0.12","410572053120"
"030530","원익홀딩스","KOSDAQ","","26050","550","2.16","2012049405050"
"030960","양지사","KOSDAQ","","4750","15","0.32","75905000000"
"031310","아이즈비전","KOSDAQ","","994","-3","-0.3","29568171094"
"031330","에스에이엠티","KOSDAQ","","8350","300","3.73","834958809450"
"031510","오스템","KOSDAQ","","1133","14","1.25","31724000000"
"031860","디에이치엑스컴퍼니","KOSDAQ","","6930","0","0.00","18714756060"
"031980","피에스케이홀딩스","KOSDAQ","","159900","-7000","-4.19","3447826960500"
"032080","아즈텍WB","KOSDAQ","","1010","0","0.00","21705939290"
"032190","다우데이타","KOSDAQ","","20250","100","0.5","775575000000"
"032280","삼일","KOSDAQ","","1345","0","0.00","21807278550"
"032300","한국파마","KOSDAQ","","7450","20","0.27","81254922450"
"032500","케이엠더블유","KOSDAQ","","19440","1260","6.93","820206667440"
"032540","TJ미디어","KOSDAQ","","3795","5","0.13","79305682335"
"032580","피델릭스","KOSDAQ","","5780","570","10.94","191503329920"
"032620","GC메디아이","KOSDAQ","","3125","40","1.3","163116059375"
"032680","소프트센","KOSDAQ","","907","14","1.57","20911684067"
"032685","소프트센우","KOSDAQ","","6980","730","11.68","498106760"
"032750","삼진","KOSDAQ","","2985","15","0.51","26957899170"
"032790","엠젠솔루션","KOSDAQ","","1265","0","0.00","32485334090"
"032800","판타지오","KOSDAQ","","1480","8","0.54","22358395520"
"032820","우리기술","KOSDAQ","","13870","540","4.05","2396522568440"
"032850","비트컴퓨터","KOSDAQ","","4150","290","7.51","68986665950"
"032860","더라미","KOSDAQ","","2875","60","2.13","23227619500"
"032940","원익","KOSDAQ","","9610","-270","-2.73","174836469410"
"032960","동일기연","KOSDAQ","","2150","65","3.12","37824896250"
"033050","제이엠아이","KOSDAQ","","840","2","0.24","26745035520"
"033100","제룡전기","KOSDAQ","","48150","1600","3.44","773404993350"
"033130","디지틀조선","KOSDAQ","","1750","-10","-0.57","64951717250"
"033160","엠케이전자","KOSDAQ","","14630","380","2.67","359372168540"
"033170","시그네틱스","KOSDAQ","","2150","145","7.23","36863175450"
"033200","모아텍","KOSDAQ","","2545","25","0.99","23425526305"
"033230","인성정보","KOSDAQ","","1020","3","0.29","51525687600"
"033290","로젠","KOSDAQ","","1522","3","0.2","85469890122"
"033310","엠투엔","KOSDAQ","","1449","-2","-0.14","57920088744"
"033320","제이씨현시스템","KOSDAQ","","3140","70","2.28","60019316480"
"033340","좋은사람들","KOSDAQ","","460","0","0.00","44597256680"
"033500","동성화인텍","KOSDAQ","","16570","-100","-0.6","496925915580"
"033540","파라텍","KOSDAQ","","2750","-60","-2.14","28735481500"
"033560","블루콤","KOSDAQ","","4690","-75","-1.57","80199000000"
"033640","네패스","KOSDAQ","","26700","-50","-0.19","615680693400"
"033790","피노","KOSDAQ","","8000","570","7.67","666575096000"
"033830","티비씨","KOSDAQ","","1696","-16","-0.93","32066492480"
"034810","해성산업","KOSDAQ","","5990","20","0.34","189165110480"
"03481K","해성산업1우","KOSDAQ","","6030","0","0.00","8306041590"
"034940","조아제약","KOSDAQ","","2700","-10","-0.37","16729105500"
"034950","한국기업평가","KOSDAQ","","103300","200","0.19","469035096200"
"035080","그래디언트","KOSDAQ","","12140","-330","-2.65","135653926060"
"035200","프럼파스트","KOSDAQ","","2760","55","2.03","25447147560"
"035290","골드앤에스","KOSDAQ","","384","0","0.00","1830776832"
"035460","기산텔레콤","KOSDAQ","","2650","45","1.73","39538901000"
"035600","KG이니시스","KOSDAQ","","9950","-20","-0.2","274166618300"
"035610","솔본","KOSDAQ","","5260","-30","-0.57","143839944220"
"035620","바른손이앤에이","KOSDAQ","","645","33","5.39","12003397110"
"035760","CJ ENM","KOSDAQ","","36700","-800","-2.13","804799951800"
"035810","이지홀딩스","KOSDAQ","","4630","10","0.22","298709936550"
"035890","서희건설","KOSDAQ","","2340","40","1.74","485757174240"
"035900","JYP Ent.","KOSDAQ","","38500","-100","-0.26","1368000942000"
"036000","예림당","KOSDAQ","","2790","-5","-0.18","64265632830"
"036010","아비코전자","KOSDAQ","","7140","90","1.28","94911548760"
"036030","케이티알파","KOSDAQ","","4970","10","0.2","243625130770"
"036090","위지트","KOSDAQ","","1357","-17","-1.24","57741047498"
"036120","서울평가정보","KOSDAQ","","1675","-6","-0.36","58867875000"
"036170","에이치엠넥스","KOSDAQ","","2640","-60","-2.22","162005252640"
"036190","금화피에스시","KOSDAQ","","34100","-400","-1.16","204600000000"
"036200","유니셈","KOSDAQ","","9100","40","0.44","279044429300"
"036220","오상헬스케어","KOSDAQ","","6760","20","0.3","96731652160"
"036480","대성미생물","KOSDAQ","","6150","10","0.16","23370000000"
"036540","SFA반도체","KOSDAQ","","9020","370","4.28","1483431933060"
"036560","KZ정밀","KOSDAQ","","12210","110","0.91","192307500000"
"036620","감성코퍼레이션","KOSDAQ","","3730","-5","-0.13","335188781120"
"036630","세종텔레콤","KOSDAQ","","7960","-270","-3.28","111440000000"
"036640","HRS","KOSDAQ","","5020","10","0.2","82101096000"
"036670","삼양케이씨아이","KOSDAQ","","5070","50","1.00","54554214000"
"036690","코맥스","KOSDAQ","","2885","0","0.00","125692107675"
"036710","심텍홀딩스","KOSDAQ","","3860","-80","-2.03","203915130440"
"036800","나이스정보통신","KOSDAQ","","8040","60","0.75","365820000000"
"036810","에프에스티","KOSDAQ","","27100","200","0.74","586709281900"
"036830","솔브레인홀딩스","KOSDAQ","","40700","-100","-0.25","834512026700"
"036890","진성티이씨","KOSDAQ","","12210","-80","-0.65","269018326830"
"036930","주성엔지니어링","KOSDAQ","","205500","1500","0.74","9551870365500"
"037030","파워넷","KOSDAQ","","3810","215","5.98","97204499520"
"037070","파세코","KOSDAQ","","6490","30","0.46","129800000000"
"037230","한국팩키지","KOSDAQ","","1402","3","0.21","41780058454"
"037330","인지디스플레","KOSDAQ","","713","-1","-0.14","31290164712"
"037350","성도이엔지","KOSDAQ","","7430","250","3.48","113010300000"
"037370","EG","KOSDAQ","","4520","65","1.46","38984873440"
"037400","우리엔터프라이즈","KOSDAQ","","3660","0","0.00","19195488540"
"037440","희림","KOSDAQ","","4230","10","0.24","58892069250"
"037460","삼지전자","KOSDAQ","","31300","750","2.45","510769738600"
"037760","쎄니트","KOSDAQ","","2340","-35","-1.47","79169035140"
"037950","엘컴텍","KOSDAQ","","2795","10","0.36","47206160885"
"038010","제일테크노스","KOSDAQ","","5090","10","0.2","45810000000"
"038060","루멘스바이오스","KOSDAQ","","689","0","0.00","33143014541"
"038070","서린바이오","KOSDAQ","","4065","0","0.00","37807247940"
"038110","에코플라스틱","KOSDAQ","","2025","0","0.00","83367974250"
"038290","마크로젠","KOSDAQ","","12000","260","2.21","130096800000"
"038390","레드캡투어","KOSDAQ","","10000","-10","-0.1","167208220000"
"038460","바이오스마트","KOSDAQ","","2875","70","2.5","72664308250"
"038500","삼표시멘트","KOSDAQ","","6890","150","2.23","743543348340"
"038530","케이바이오랩스","KOSDAQ","","999","0","0.00","25864231878"
"038540","상상인","KOSDAQ","","1944","-23","-1.17","107558240472"
"038620","위즈코프","KOSDAQ","","1970","71","3.74","29837409210"
"038680","에스넷","KOSDAQ","","3825","5","0.13","76165855650"
"038870","에코심플렉스","KOSDAQ","","1996","16","0.81","27973838204"
"038880","아이에이","KOSDAQ","","3265","-35","-1.06","24534591095"
"038950","파인디지털","KOSDAQ","","2960","-45","-1.5","30223864400"
"039010","현대에이치티","KOSDAQ","","8070","150","1.89","69603750000"
"039020","이건홀딩스","KOSDAQ","","2535","0","0.00","57252237315"
"039030","이오테크닉스","KOSDAQ","","453500","-9000","-1.95","5586915925000"
"039200","오스코텍","KOSDAQ","","36550","-900","-2.4","1398336332800"
"039240","경남스틸","KOSDAQ","","1903","0","0.00","51342186412"
"039290","인포뱅크","KOSDAQ","","3975","-35","-0.87","34558562550"
"039310","세중","KOSDAQ","","1283","33","2.64","23250098761"
"039340","한국경제TV","KOSDAQ","","4940","5","0.1","108680000000"
"039420","케이엘넷","KOSDAQ","","2675","-15","-0.56","61383208950"
"039440","에스티아이","KOSDAQ","","20200","930","4.83","313242349400"
"039560","다산네트웍스","KOSDAQ","","2625","65","2.54","112582228500"
"039610","화성밸브","KOSDAQ","","6140","90","1.49","63919856000"
"039740","한국정보공학","KOSDAQ","","3070","-25","-0.81","24616478790"
"039830","오로라","KOSDAQ","","15300","960","6.69","164672217000"
"039840","디오","KOSDAQ","","9890","-110","-1.1","132682538920"
"039860","나노엔텍","KOSDAQ","","4180","30","0.72","159228961540"
"039980","폴라리스AI","KOSDAQ","","5080","60","1.2","73056567120"
"040160","누리플렉스","KOSDAQ","","6620","130","2.00","78667783620"
"040300","YTN","KOSDAQ","","2305","-85","-3.56","109895438900"
"040350","크레오에스지","KOSDAQ","","4270","420","10.91","84785956920"
"040420","정상제이엘에스","KOSDAQ","","5830","10","0.17","91400128160"
"040610","SG&G","KOSDAQ","","3265","55","1.71","55647347470"
"040910","아이씨디","KOSDAQ","","4105","20","0.49","74605398875"
"041020","폴라리스오피스","KOSDAQ","","3010","-60","-1.95","149548216930"
"041190","우리기술투자","KOSDAQ","","5430","190","3.63","433314000000"
"041440","현대에버다임","KOSDAQ","","6740","50","0.75","120253138880"
"041460","한국전자인증","KOSDAQ","","3470","25","0.73","65930000000"
"041510","에스엠","KOSDAQ","","80700","-1000","-1.22","1847601483000"
"041520","이엘씨","KOSDAQ","","12250","140","1.16","149311942500"
"041590","플래스크","KOSDAQ","","2370","0","0.00","116064014460"
"041830","인바디","KOSDAQ","","57500","-600","-1.03","775150715000"
"041910","폴라리스AI파마","KOSDAQ","","5400","-70","-1.28","71730090000"
"041920","메디아나","KOSDAQ","","8740","470","5.68","162548469020"
"041930","SY동아","KOSDAQ","","4975","0","0.00","75620000000"
"041960","코미팜","KOSDAQ","","9840","390","4.13","734243097840"
"042000","카페24","KOSDAQ","","14890","-490","-3.19","360012936410"
"042040","케이피엠테크","KOSDAQ","","5080","-140","-2.68","44048634280"
"042110","에스씨디","KOSDAQ","","1011","6","0.6","48861189204"
"042370","비츠로테크","KOSDAQ","","11440","0","0.00","299728286000"
"042420","네오위즈홀딩스","KOSDAQ","","23500","-200","-0.84","191343650500"
"042500","링네트","KOSDAQ","","4230","-25","-0.59","94291539120"
"042510","라온시큐어","KOSDAQ","","11550","-260","-2.2","128272313400"
"042520","한스바이오메드","KOSDAQ","","18120","-40","-0.22","258415970040"
"042600","새로닉스","KOSDAQ","","12000","-130","-1.07","149082888000"
"042940","상지건설","KOSDAQ","","5780","40","0.7","39469955360"
"043100","알파AI","KOSDAQ","","520","0","0.00","10457241600"
"043150","바텍","KOSDAQ","","17820","310","1.77","264702841920"
"043200","파루","KOSDAQ","","1192","13","1.1","24915371144"
"043220","티에스넥스젠","KOSDAQ","","1710","0","0.00","28191099330"
"043260","성호전자","KOSDAQ","","26800","5200","24.07","2022109526400"
"043340","에쎈테크","KOSDAQ","","814","-7","-0.85","38665000000"
"043360","디지아이","KOSDAQ","","2430","30","1.25","21870000000"
"043370","피에이치에이","KOSDAQ","","11220","90","0.81","235620000000"
"043590","웰킵스하이텍","KOSDAQ","","1543","14","0.92","20936011883"
"043610","KT지니뮤직","KOSDAQ","","1193","-2","-0.17","69331717534"
"043650","국순당","KOSDAQ","","3590","-40","-1.1","64111311360"
"043710","코스리거글로벌","KOSDAQ","","3110","-45","-1.43","53841881220"
"043910","자연과환경","KOSDAQ","","3250","-30","-0.91","36852221250"
"044180","KD","KOSDAQ","","205","0","0.00","5477148795"
"044340","위닉스","KOSDAQ","","2845","-105","-3.56","50849894125"
"044480","빌리언스","KOSDAQ","","3445","40","1.17","22909880435"
"044490","태웅","KOSDAQ","","37650","100","0.27","753277894650"
"044780","에이치케이","KOSDAQ","","1373","-2","-0.15","25408445551"
"044960","이글벳","KOSDAQ","","3125","10","0.32","39505884375"
"044990","에이치엔에스하이텍","KOSDAQ","","10590","210","2.02","81388650750"
"045060","오공","KOSDAQ","","2120","30","1.44","35916984880"
"045100","한양이엔지","KOSDAQ","","32100","1900","6.29","561750000000"
"045300","성우테크론","KOSDAQ","","2690","30","1.13","28371462280"
"045340","토탈소프트","KOSDAQ","","6780","80","1.19","58023511200"
"045390","대아티아이","KOSDAQ","","3265","-40","-1.21","230095575905"
"045510","정원엔시스","KOSDAQ","","1132","46","4.24","35635311324"
"045520","크린앤사이언스","KOSDAQ","","3270","70","2.19","21255000000"
"045660","에이텍","KOSDAQ","","8760","50","0.57","72357600000"
"045970","코아시아","KOSDAQ","","3460","30","0.87","91049470960"
"046070","코다코","KOSDAQ","","140","-115","-45.1","1973940640"
