종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"0096B0","삼성스팩12호","KOSDAQ","","1984","1","0.05","13054720000"
"0096D0","미래에셋비전스팩9호","KOSDAQ","","1972","-10","-0.5","10846000000"
"009730","이렘","KOSDAQ","","1984","-66","-3.22","15823397952"
"009780","엠에스씨","KOSDAQ","","7140","50","0.71","125664000000"
"0097F0","미래에셋비전스팩10호","KOSDAQ","","1982","0","0.00","12883000000"
"0098T0","교보19호스팩","KOSDAQ","","1996","2","0.1","10778400000"
"0099W0","미래에셋비전스팩11호","KOSDAQ","","1981","1","0.05","13867000000"
"0099X0","IBKS제25호스팩","KOSDAQ","","2180","0","0.00","13036400000"
"010170","대한광통신","KOSDAQ","","13010","160","1.25","2022868436600"
"0101C0","하나36호스팩","KOSDAQ","","1978","2","0.1","15309720000"
"010240","흥국","KOSDAQ","","5400","10","0.19","63212400000"
"010280","아이티센엔텍","KOSDAQ","","5540","180","3.36","72157153780"
"010470","오리콤","KOSDAQ","","4850","15","0.31","58078992500"
"0105P0","유진스팩12호","KOSDAQ","","2000","-5","-0.25","11320000000"
"011040","경동제약","KOSDAQ","","5110","10","0.2","157228394260"
"011080","형지I&C","KOSDAQ","","896","2","0.22","6358250752"
"011320","유니크","KOSDAQ","","3760","25","0.67","72645813200"
"011370","서한","KOSDAQ","","3890","55","1.43","78496204970"
"011560","세보엠이씨","KOSDAQ","","24150","300","1.26","243549658800"
"0115H0","삼성스팩13호","KOSDAQ","","1990","-5","-0.25","14626500000"
"0117P0","피스피스스튜디오","KOSDAQ","","5640","70","1.26","79912658040"
"012210","삼미금속","KOSDAQ","","8350","10","0.12","192480684650"
"012340","뉴인텍","KOSDAQ","","548","-1","-0.18","12080546564"
"012620","원일특강","KOSDAQ","","7030","10","0.14","30932000000"
"012700","리드코프","KOSDAQ","","2985","15","0.51","78191633220"
"012790","신일제약","KOSDAQ","","6050","30","0.5","72517810750"
"012860","모베이스전자","KOSDAQ","","2215","130","6.24","162212107255"
"0129K0","신한제18호스팩","KOSDAQ","","1972","-6","-0.3","11082640000"
"013030","하이록코리아","KOSDAQ","","34200","300","0.88","402470524800"
"0130D0","신한제17호스팩","KOSDAQ","","1966","-5","-0.25","10498440000"
"0130H0","엔에이치스팩33호","KOSDAQ","","1992","-3","-0.15","15338400000"
"013120","동원개발","KOSDAQ","","2165","-35","-1.59","196599536500"
"0131D0","키움히어로제2호스팩","KOSDAQ","","1962","-8","-0.41","12380220000"
"0132G0","교보20호스팩","KOSDAQ","","1991","-1","-0.05","11886270000"
"013310","아진산업","KOSDAQ","","2375","30","1.28","92165632250"
"0134X0","대신밸런스제20호스팩","KOSDAQ","","1973","-7","-0.35","13298020000"
"013720","청보","KOSDAQ","","2370","-25","-1.04","28832538360"
"013810","스페코","KOSDAQ","","1555","0","0.00","22789255850"
"013990","아가방컴퍼니","KOSDAQ","","4625","-55","-1.18","152104854000"
"014100","메디앙스","KOSDAQ","","1650","-10","-0.6","19470000000"
"014190","원익큐브","KOSDAQ","","1293","53","4.27","45765826803"
"014470","부방","KOSDAQ","","1006","-3","-0.3","60412573560"
"014570","고려제약","KOSDAQ","","3500","0","0.00","38500000000"
"014620","성광벤드","KOSDAQ","","30850","450","1.48","819294679400"
"014940","오리엔탈정공","KOSDAQ","","4610","-10","-0.22","210094577210"
"014950","삼익제약","KOSDAQ","","6760","1090","19.22","68056894880"
"014970","삼륭물산","KOSDAQ","","4400","-15","-0.34","65230000000"
"0155E0","해치텍","KOSDAQ","","12560","220","1.78","68918604000"
"0156T0","에이치엘지노믹스","KOSDAQ","","8900","100","1.14","69261232900"
"015710","코콤","KOSDAQ","","2915","-20","-0.68","51101407500"
"015750","성우하이텍","KOSDAQ","","5970","150","2.58","477600000000"
"016100","리더스코스메틱","KOSDAQ","","1172","13","1.12","22386247768"
"016250","SGC E&C","KOSDAQ","","11900","360","3.12","59940133400"
"0164H0","한국제16호스팩","KOSDAQ","","1953","-4","-0.2","13182750000"
"0165X0","메리츠제2호스팩","KOSDAQ","","1954","4","0.21","14146960000"
"016600","큐캐피탈","KOSDAQ","","2515","5","0.2","35113426515"
"016670","디모아","KOSDAQ","","2430","50","2.1","24771988620"
"016790","현대사료","KOSDAQ","","994","0","0.00","187340898626"
"016920","카스","KOSDAQ","","1110","16","1.46","28525592520"
"017000","신원종합개발","KOSDAQ","","2450","40","1.66","28586666150"
"017250","인터엠","KOSDAQ","","1047","11","1.06","22034603949"
"017480","삼현철강","KOSDAQ","","4780","-65","-1.34","73817014200"
"017510","세명전기","KOSDAQ","","7150","150","2.14","109008900000"
"017650","대림제지","KOSDAQ","","10700","-150","-1.38","93999500000"
"017890","한국알콜","KOSDAQ","","14410","330","2.34","297905221460"
"018000","유니슨","KOSDAQ","","1240","5","0.4","321777872160"
"018120","진로발효","KOSDAQ","","16560","0","0.00","109645747200"
"018290","브이티","KOSDAQ","","12410","110","0.89","433628209580"
"018310","삼목에스폼","KOSDAQ","","13790","50","0.36","202713000000"
"018620","우진비앤지","KOSDAQ","","2790","-5","-0.18","19343019780"
"018680","서울제약","KOSDAQ","","1932","-26","-1.33","22525804308"
"018700","졸스","KOSDAQ","","1410","21","1.51","23578386600"
"019010","베뉴지","KOSDAQ","","4600","25","0.55","221720000000"
"019210","와이지-원","KOSDAQ","","14260","770","5.71","530382561280"
"019540","일지테크","KOSDAQ","","5320","40","0.76","71891820000"
"019550","SBI인베스트먼트","KOSDAQ","","1030","24","2.39","83464285610"
"019570","GMI벤처","KOSDAQ","","2880","15","0.52","27489611520"
"019660","글로본","KOSDAQ","","1521","-4","-0.26","21209330493"
"019770","서연탑메탈","KOSDAQ","","3340","45","1.37","38911000000"
"019990","에너토크","KOSDAQ","","4850","10","0.21","47317026800"
"020180","대신정보통신","KOSDAQ","","3995","0","0.00","30704703085"
"020400","대동금속","KOSDAQ","","2870","40","1.41","17431036840"
"020710","시공테크","KOSDAQ","","3665","30","0.83","73475810050"
"021040","대호특수강","KOSDAQ","","940","9","0.97","20402487560"
"021045","대호특수강우","KOSDAQ","","2490","-95","-3.68","2112745080"
"021080","에이티넘인베스트","KOSDAQ","","2185","45","2.1","104880000000"
"021320","KCC건설","KOSDAQ","","5630","0","0.00","120482000000"
"021650","한국큐빅","KOSDAQ","","1993","-6","-0.3","32586672059"
"021880","메이슨캐피탈","KOSDAQ","","1270","-5","-0.39","26947418800"
"0218L0","네오뷰","KOSDAQ","","13350","350","2.69","70436936250"
"022220","티케이지애강","KOSDAQ","","894","0","0.00","46304353626"
"023160","태광","KOSDAQ","","26150","350","1.36","676428378300"
"023410","유진기업","KOSDAQ","","3190","15","0.47","246621652970"
"023440","제이스코홀딩스","KOSDAQ","","521","0","0.00","46964378481"
"023600","삼보판지","KOSDAQ","","9500","170","1.82","152078850000"
"023760","한국캐피탈","KOSDAQ","","1421","13","0.92","224240603748"
"023770","플레이위드","KOSDAQ","","2870","150","5.51","25676440650"
"023790","동일스틸럭스","KOSDAQ","","1447","-4","-0.28","18912012176"
"023900","풍국주정","KOSDAQ","","7260","90","1.26","91476000000"
"023910","대한약품","KOSDAQ","","27150","-100","-0.37","162900000000"
"024060","흥구석유","KOSDAQ","","10820","200","1.88","162300000000"
"024120","KB오토시스","KOSDAQ","","3100","45","1.47","35650000000"
"024740","한일단조","KOSDAQ","","2060","5","0.24","67767920940"
"024800","유성티엔에스","KOSDAQ","","4760","85","1.82","167672761200"
"024830","세원물산","KOSDAQ","","8480","-190","-2.19","70808000000"
"024840","KBI메탈","KOSDAQ","","5230","140","2.75","226413164280"
"024850","HLB이노베이션","KOSDAQ","","16660","780","4.91","529014043040"
"024880","케이피에프","KOSDAQ","","3870","60","1.57","77174084880"
"024910","경창산업","KOSDAQ","","1589","19","1.21","56916398945"
"024940","PN풍년","KOSDAQ","","1935","-1","-0.05","19350000000"
"024950","삼천리자전거","KOSDAQ","","4640","40","0.87","57536000000"
"025320","시노펙스","KOSDAQ","","3855","75","1.98","355439492565"
"025440","DH오토웨어","KOSDAQ","","3390","-10","-0.29","33073667160"
"025550","한국선재","KOSDAQ","","2125","-10","-0.47","54217258500"
"025770","한국정보통신","KOSDAQ","","7910","10","0.13","296184183610"
"025870","신라에스지","KOSDAQ","","1150","-87","-7.03","4600000000"
"025880","케이씨피드","KOSDAQ","","2355","10","0.43","39365845590"
"025900","동화기업","KOSDAQ","","7190","50","0.7","363506879150"
"025950","동신건설","KOSDAQ","","10250","250","2.5","86100000000"
"025980","아난티","KOSDAQ","","5710","310","5.74","555588652900"
"026040","제이에스티나","KOSDAQ","","2630","105","4.16","43404967700"
"026150","특수건설","KOSDAQ","","3835","25","0.66","67290179385"
"026910","광진실업","KOSDAQ","","3290","-140","-4.08","26084192540"
"027040","서울전자통신","KOSDAQ","","1810","-56","-3.00","25191161890"
"027050","코리아나","KOSDAQ","","1310","9","0.69","52400000000"
"027360","아주IB투자","KOSDAQ","","3185","160","5.29","385848118110"
"027580","상보","KOSDAQ","","1702","72","4.42","20145306010"
"027710","팜스토리","KOSDAQ","","1142","16","1.42","127237757200"
"027830","대성창투","KOSDAQ","","904","-10","-1.09","48816000000"
"028080","휴맥스홀딩스","KOSDAQ","","5040","-20","-0.4","12752943840"
"028300","HLB","KOSDAQ","","33750","950","2.9","4495440026250"
"029480","광무","KOSDAQ","","1427","28","2.00","85219201364"
"030350","드래곤플라이","KOSDAQ","","973","0","0.00","15171092867"
"030520","한컴","KOSDAQ","","17410","170","0.99","420969343040"
"030530","원익홀딩스","KOSDAQ","","22500","5180","29.91","1737854572500"
"030960","양지사","KOSDAQ","","4790","240","5.27","76544200000"
"031310","아이즈비전","KOSDAQ","","1018","5","0.49","30282090718"
"031330","에스에이엠티","KOSDAQ","","7970","250","3.24","796960683990"
"031510","오스템","KOSDAQ","","1129","-22","-1.91","31612000000"
"031860","디에이치엑스컴퍼니","KOSDAQ","","6930","0","0.00","18714756060"
"031980","피에스케이홀딩스","KOSDAQ","","144000","14500","11.2","3104984880000"
"032080","아즈텍WB","KOSDAQ","","1077","26","2.47","23145838233"
"032190","다우데이타","KOSDAQ","","20000","-350","-1.72","766000000000"
"032280","삼일","KOSDAQ","","1373","19","1.4","22261259070"
"032300","한국파마","KOSDAQ","","8000","300","3.9","87253608000"
"032500","케이엠더블유","KOSDAQ","","14650","480","3.39","618108419650"
"032540","TJ미디어","KOSDAQ","","3595","105","3.01","75126199735"
"032580","피델릭스","KOSDAQ","","4655","155","3.44","154229757920"
"032620","GC메디아이","KOSDAQ","","3100","-5","-0.16","161811130900"
"032680","소프트센","KOSDAQ","","923","18","1.99","21280578163"
"032685","소프트센우","KOSDAQ","","9140","240","2.7","652248680"
"032750","삼진","KOSDAQ","","3015","30","1.01","27228832830"
"032790","엠젠솔루션","KOSDAQ","","1190","59","5.22","30559326140"
"032800","판타지오","KOSDAQ","","1481","-6","-0.4","22373502544"
"032820","우리기술","KOSDAQ","","10630","130","1.24","1836700425560"
"032850","비트컴퓨터","KOSDAQ","","3775","-15","-0.4","62752931075"
"032860","더라미","KOSDAQ","","2760","-50","-1.78","22298514720"
"032940","원익","KOSDAQ","","10050","1470","17.13","182841469050"
"032960","동일기연","KOSDAQ","","2055","40","1.99","36153563625"
"033050","제이엠아이","KOSDAQ","","830","9","1.1","26426642240"
"033100","제룡전기","KOSDAQ","","44350","450","1.03","712367839150"
"033130","디지틀조선","KOSDAQ","","1840","2","0.11","68292091280"
"033160","엠케이전자","KOSDAQ","","13910","490","3.65","341686046780"
"033170","시그네틱스","KOSDAQ","","1784","7","0.39","30587862792"
"033200","모아텍","KOSDAQ","","2540","65","2.63","23379503660"
"033230","인성정보","KOSDAQ","","1068","-3","-0.28","53950425840"
"033290","로젠","KOSDAQ","","1524","4","0.26","85582202724"
"033310","엠투엔","KOSDAQ","","1469","-8","-0.54","58719537864"
"033320","제이씨현시스템","KOSDAQ","","3105","-15","-0.48","59350311360"
"033340","좋은사람들","KOSDAQ","","551","-74","-11.84","53419757458"
"033500","동성화인텍","KOSDAQ","","17160","130","0.76","514619717040"
"033540","파라텍","KOSDAQ","","3240","-60","-1.82","33855621840"
"033560","블루콤","KOSDAQ","","4685","-5","-0.11","80113500000"
"033640","네패스","KOSDAQ","","21550","0","0.00","496925803100"
"033790","피노","KOSDAQ","","10200","1370","15.52","849883247400"
"033830","티비씨","KOSDAQ","","1685","-4","-0.24","31858514050"
"034810","해성산업","KOSDAQ","","6130","80","1.32","193586331760"
"03481K","해성산업1우","KOSDAQ","","6180","120","1.98","8512659540"
"034940","조아제약","KOSDAQ","","2835","25","0.89","17565560775"
"034950","한국기업평가","KOSDAQ","","103900","-900","-0.86","471759404600"
"035080","그래디언트","KOSDAQ","","11980","-10","-0.08","133866065420"
"035200","프럼파스트","KOSDAQ","","2885","-65","-2.2","26599645185"
"035290","골드앤에스","KOSDAQ","","1304","-77","-5.58","6217012992"
"035460","기산텔레콤","KOSDAQ","","2305","35","1.54","34391383700"
"035600","KG이니시스","KOSDAQ","","10390","20","0.19","286290569260"
"035610","솔본","KOSDAQ","","5060","105","2.12","138370744820"
"035620","바른손이앤에이","KOSDAQ","","685","7","1.03","12747793830"
"035760","CJ ENM","KOSDAQ","","33050","850","2.64","724758539700"
"035810","이지홀딩스","KOSDAQ","","4695","35","0.75","302903488575"
"035890","서희건설","KOSDAQ","","2325","60","2.65","482643346200"
"035900","JYP Ent.","KOSDAQ","","39300","800","2.08","1396426935600"
"036000","예림당","KOSDAQ","","2895","-20","-0.69","66684231915"
"036010","아비코전자","KOSDAQ","","7000","140","2.04","93050538000"
"036030","케이티알파","KOSDAQ","","4760","60","1.28","233331111160"
"036090","위지트","KOSDAQ","","1361","107","8.53","57911249554"
"036120","서울평가정보","KOSDAQ","","1690","5","0.3","59395050000"
"036170","에이치엠넥스","KOSDAQ","","2290","-35","-1.51","140527283540"
"036190","금화피에스시","KOSDAQ","","33100","-700","-2.07","198600000000"
"036200","유니셈","KOSDAQ","","8910","120","1.37","273218226930"
"036220","오상헬스케어","KOSDAQ","","6640","210","3.27","95014522240"
"036480","대성미생물","KOSDAQ","","6290","50","0.8","23902000000"
"036540","SFA반도체","KOSDAQ","","5610","-10","-0.18","922622299830"
"036560","KZ정밀","KOSDAQ","","12150","0","0.00","191362500000"
"036620","감성코퍼레이션","KOSDAQ","","3740","-25","-0.66","336087410560"
"036630","세종텔레콤","KOSDAQ","","8780","-20","-0.23","122920000000"
"036640","HRS","KOSDAQ","","4895","-5","-0.1","80056746000"
"036670","삼양케이씨아이","KOSDAQ","","5110","-10","-0.2","54984622000"
"036690","코맥스","KOSDAQ","","2885","0","0.00","125692107675"
"036710","심텍홀딩스","KOSDAQ","","3900","60","1.56","206028240600"
"036800","나이스정보통신","KOSDAQ","","7270","70","0.97","330785000000"
"036810","에프에스티","KOSDAQ","","25550","0","0.00","553152108950"
"036830","솔브레인홀딩스","KOSDAQ","","43100","1600","3.86","883721581100"
"036890","진성티이씨","KOSDAQ","","13180","120","0.92","290389971140"
"036930","주성엔지니어링","KOSDAQ","","178300","10300","6.13","8287583874300"
"037030","파워넷","KOSDAQ","","3175","120","3.93","81003749600"
"037070","파세코","KOSDAQ","","6150","-100","-1.6","123000000000"
"037230","한국팩키지","KOSDAQ","","1413","5","0.36","42107862051"
"037330","인지디스플레","KOSDAQ","","732","20","2.81","32123983968"
"037350","성도이엔지","KOSDAQ","","7130","140","2.00","108447300000"
"037370","EG","KOSDAQ","","3605","45","1.26","31093024060"
"037400","우리엔터프라이즈","KOSDAQ","","632","0","0.00","16573154672"
"037440","희림","KOSDAQ","","4385","100","2.33","61050052875"
"037460","삼지전자","KOSDAQ","","30000","0","0.00","489555660000"
"037760","쎄니트","KOSDAQ","","2400","25","1.05","81199010400"
"037950","엘컴텍","KOSDAQ","","2900","15","0.52","48979558700"
"038010","제일테크노스","KOSDAQ","","5370","0","0.00","48330000000"
"038060","루멘스","KOSDAQ","","824","0","0.00","39636928856"
"038070","서린바이오","KOSDAQ","","4265","-5","-0.12","39667383140"
"038110","에코플라스틱","KOSDAQ","","2070","45","2.22","85220595900"
"038290","마크로젠","KOSDAQ","","12300","150","1.23","133349220000"
"038390","레드캡투어","KOSDAQ","","9970","10","0.1","166706595340"
"038460","바이오스마트","KOSDAQ","","2685","40","1.51","67862145270"
"038500","삼표시멘트","KOSDAQ","","7210","30","0.42","778076566260"
"038530","케이바이오랩스","KOSDAQ","","999","0","0.00","25864231878"
"038540","상상인","KOSDAQ","","2095","80","3.97","115912815735"
"038620","위즈코프","KOSDAQ","","1888","-45","-2.33","28595445984"
"038680","에스넷","KOSDAQ","","3930","-10","-0.25","78256683060"
"038870","에코심플렉스","KOSDAQ","","1798","-35","-1.91","25198878302"
"038880","아이에이","KOSDAQ","","2955","30","1.03","22205119965"
"038950","파인디지털","KOSDAQ","","3130","0","0.00","31959694450"
"039010","현대에이치티","KOSDAQ","","7930","390","5.17","68396250000"
"039020","이건홀딩스","KOSDAQ","","2660","15","0.57","60075325940"
"039030","이오테크닉스","KOSDAQ","","443000","25000","5.98","5457560650000"
"039200","오스코텍","KOSDAQ","","36600","700","1.95","1400249241600"
"039240","경남스틸","KOSDAQ","","1907","4","0.21","51450104828"
"039290","인포뱅크","KOSDAQ","","3840","20","0.52","33384875520"
"039310","세중","KOSDAQ","","1385","-82","-5.59","25098508795"
"039340","한국경제TV","KOSDAQ","","4905","-5","-0.1","107910000000"
"039420","케이엘넷","KOSDAQ","","2710","-35","-1.28","62186353740"
"039440","에스티아이","KOSDAQ","","19430","330","1.73","301301923210"
"039560","다산네트웍스","KOSDAQ","","2395","35","1.48","102717880860"
"039610","화성밸브","KOSDAQ","","5710","60","1.06","59443384000"
"039740","한국정보공학","KOSDAQ","","3075","45","1.49","24656570775"
"039830","오로라","KOSDAQ","","15270","-240","-1.55","164349330300"
"039840","디오","KOSDAQ","","10910","-100","-0.91","146366683480"
"039860","나노엔텍","KOSDAQ","","4165","-70","-1.65","158657565745"
"039980","폴라리스AI","KOSDAQ","","5400","80","1.5","77658555600"
"040160","누리플렉스","KOSDAQ","","6810","200","3.03","82098193350"
"040300","YTN","KOSDAQ","","2000","5","0.25","95353960000"
"040350","크레오에스지","KOSDAQ","","4585","150","3.38","91040658660"
"040420","정상제이엘에스","KOSDAQ","","5800","-20","-0.34","90929801600"
"040610","SG&G","KOSDAQ","","3160","30","0.96","53857769680"
"040910","아이씨디","KOSDAQ","","4410","-50","-1.12","80148552750"
"041020","폴라리스오피스","KOSDAQ","","3015","145","5.05","149796635895"
"041190","우리기술투자","KOSDAQ","","6220","510","8.93","522480000000"
"041440","현대에버다임","KOSDAQ","","6670","100","1.52","119004219040"
"041460","한국전자인증","KOSDAQ","","3560","80","2.3","67640000000"
"041510","에스엠","KOSDAQ","","79000","3700","4.91","1808680510000"
"041520","이엘씨","KOSDAQ","","11180","150","1.36","136270001400"
"041590","플래스크","KOSDAQ","","2370","0","0.00","116064014460"
"041830","인바디","KOSDAQ","","61100","1500","2.52","823681890200"
"041910","폴라리스AI파마","KOSDAQ","","5350","20","0.38","71065922500"
"041920","메디아나","KOSDAQ","","8480","290","3.54","157712931040"
"041930","SY동아","KOSDAQ","","4975","-25","-0.5","75620000000"
"041960","코미팜","KOSDAQ","","9710","330","3.52","717437866450"
"042000","카페24","KOSDAQ","","16120","310","1.96","389752084280"
"042040","케이피엠테크","KOSDAQ","","4625","135","3.01","40103333375"
"042110","에스씨디","KOSDAQ","","1071","2","0.19","51760963044"
"042370","비츠로테크","KOSDAQ","","8110","240","3.05","212482202750"
"042420","네오위즈홀딩스","KOSDAQ","","23850","-50","-0.21","194193449550"
"042500","링네트","KOSDAQ","","4460","60","1.36","99418502240"
"042510","라온시큐어","KOSDAQ","","9030","510","5.99","100285626840"
"042520","한스바이오메드","KOSDAQ","","19630","300","1.55","279950634210"
"042600","새로닉스","KOSDAQ","","12100","-160","-1.31","150325245400"
"042940","상지건설","KOSDAQ","","6000","30","0.5","40972272000"
"043100","알파AI","KOSDAQ","","520","0","0.00","10457241600"
"043150","바텍","KOSDAQ","","18450","-400","-2.12","274061023200"
"043200","파루","KOSDAQ","","1195","-28","-2.29","24978077615"
"043220","티에스넥스젠","KOSDAQ","","1710","0","0.00","28191099330"
"043260","성호전자","KOSDAQ","","15670","70","0.45","1150703759840"
"043340","에쎈테크","KOSDAQ","","854","10","1.18","40565000000"
"043360","디지아이","KOSDAQ","","2555","-130","-4.84","22995000000"
"043370","피에이치에이","KOSDAQ","","11180","50","0.45","234780000000"
"043590","웰킵스하이텍","KOSDAQ","","1489","16","1.09","20203319309"
"043610","KT지니뮤직","KOSDAQ","","1197","17","1.44","69564179286"
"043650","국순당","KOSDAQ","","3555","55","1.57","63486270720"
"043710","코스리거글로벌","KOSDAQ","","3245","175","5.7","56179068990"
"043910","자연과환경","KOSDAQ","","3535","65","1.87","40083877575"
"044180","KD","KOSDAQ","","205","0","0.00","5477148795"
"044340","위닉스","KOSDAQ","","3335","35","1.06","59607872375"
"044480","빌리언스","KOSDAQ","","820","0","0.00","27265751120"
"044490","태웅","KOSDAQ","","32400","-2100","-6.09","648239144400"
"044780","에이치케이","KOSDAQ","","1404","5","0.36","25982124948"
"044960","이글벳","KOSDAQ","","3185","70","2.25","40264397355"
"044990","에이치엔에스하이텍","KOSDAQ","","11040","40","0.36","84847092000"
"045060","오공","KOSDAQ","","2135","50","2.4","36171114490"
"045100","한양이엔지","KOSDAQ","","29850","650","2.23","522375000000"
"045300","성우테크론","KOSDAQ","","2685","30","1.13","28318727220"
"045340","토탈소프트","KOSDAQ","","6900","20","0.29","59050476000"
"045390","대아티아이","KOSDAQ","","3795","105","2.85","267446465715"
"045510","정원엔시스","KOSDAQ","","1093","30","2.82","34407593001"
"045520","크린앤사이언스","KOSDAQ","","2390","5","0.21","15535000000"
"045660","에이텍","KOSDAQ","","9420","180","1.95","77809200000"
"045970","코아시아","KOSDAQ","","3035","-125","-3.96","79865648660"
"046070","코다코","KOSDAQ","","82300","0","0.00","1160395104800"
"046120","오르비텍","KOSDAQ","","4325","65","1.53","146424747725"
"046210","HLB파나진","KOSDAQ","","1122","2","0.18","51082371120"
"046310","백금T&A","KOSDAQ","","2225","-15","-0.67","36531476225"
