종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"005160","동국산업","KOSDAQ","","2605","25","0.97","141306875610"
"005290","동진쎄미켐","KOSDAQ","","42400","-500","-1.17","2161133342400"
"0054V0","엔에이치스팩32호","KOSDAQ","","2010","-10","-0.5","12495165000"
"005670","푸드웰","KOSDAQ","","6430","30","0.47","64300000000"
"005710","대원산업","KOSDAQ","","10700","80","0.75","214402320000"
"005860","한일사료","KOSDAQ","","2510","105","4.37","98903249350"
"005990","매일홀딩스","KOSDAQ","","10800","110","1.03","143621683200"
"006050","국영지앤엠","KOSDAQ","","4940","20","0.41","17238248560"
"006140","피제이전자","KOSDAQ","","4775","5","0.1","70980375000"
"006620","동구바이오제약","KOSDAQ","","3510","60","1.74","99912121920"
"006730","서부T&D","KOSDAQ","","11150","220","2.01","716687691450"
"0068Y0","비엔케이제3호스팩","KOSDAQ","","1981","-4","-0.2","8538110000"
"006910","보성파워텍","KOSDAQ","","7490","20","0.27","367982381760"
"006920","모헨즈","KOSDAQ","","3330","60","1.83","36363600000"
"0071M0","삼성스팩11호","KOSDAQ","","1986","-2","-0.1","11439360000"
"0072Z0","KB제33호스팩","KOSDAQ","","1976","-5","-0.25","15580760000"
"007330","푸른저축은행","KOSDAQ","","10100","0","0.00","152336280000"
"007370","진양제약","KOSDAQ","","4060","15","0.37","57386423220"
"007390","네이처셀","KOSDAQ","","25250","-900","-3.44","1626985164000"
"007530","와이엠","KOSDAQ","","1513","18","1.2","33670651503"
"007680","대원","KOSDAQ","","3305","-5","-0.15","43701149090"
"007720","소노스퀘어","KOSDAQ","","1300","-90","-6.47","26208117000"
"007770","한일화학","KOSDAQ","","7860","120","1.55","27588600000"
"007820","엠엑스로보틱스","KOSDAQ","","4115","-105","-2.49","82439687790"
"008290","원풍물산","KOSDAQ","","701","-21","-2.91","14263134139"
"0082N0","카나프테라퓨틱스","KOSDAQ","","16420","410","2.56","218395523600"
"008370","원풍","KOSDAQ","","5020","-20","-0.4","60240000000"
"008470","부스타","KOSDAQ","","1705","12","0.71","28660368000"
"008830","대동기어","KOSDAQ","","6340","30","0.48","121613347440"
"0088D0","메리츠제1호스팩","KOSDAQ","","2085","-5","-0.24","12082575000"
"0088M0","메쥬","KOSDAQ","","13030","-290","-2.18","128759202500"
"0091W0","신영스팩11호","KOSDAQ","","2015","0","0.00","12227020000"
"009300","삼아제약","KOSDAQ","","13880","0","0.00","88415600000"
"0093G0","미래에셋비전스팩8호","KOSDAQ","","1974","-8","-0.4","12633600000"
"009520","포스코엠텍","KOSDAQ","","13070","-50","-0.38","544270128210"
"009620","삼보산업","KOSDAQ","","870","0","0.00","15201551760"
"0096B0","삼성스팩12호","KOSDAQ","","1980","0","0.00","13028400000"
"0096D0","미래에셋비전스팩9호","KOSDAQ","","1980","1","0.05","10890000000"
"009730","이렘","KOSDAQ","","1940","2","0.1","15472475820"
"009780","엠에스씨","KOSDAQ","","7300","60","0.83","128480000000"
"0097F0","미래에셋비전스팩10호","KOSDAQ","","1976","-3","-0.15","12844000000"
"0098T0","교보19호스팩","KOSDAQ","","1997","-13","-0.65","10783800000"
"0099W0","미래에셋비전스팩11호","KOSDAQ","","1993","-32","-1.58","13951000000"
"0099X0","IBKS제25호스팩","KOSDAQ","","2180","0","0.00","13036400000"
"010170","대한광통신","KOSDAQ","","14310","-550","-3.7","2224999794600"
"0101C0","하나36호스팩","KOSDAQ","","1979","-26","-1.3","15317460000"
"010240","흥국","KOSDAQ","","5420","30","0.56","63446520000"
"010280","아이티센엔텍","KOSDAQ","","5600","10","0.18","72938639200"
"010470","오리콤","KOSDAQ","","4750","40","0.85","56881487500"
"0105P0","유진스팩12호","KOSDAQ","","1999","-21","-1.04","11314340000"
"011040","경동제약","KOSDAQ","","5080","10","0.2","156305331280"
"011080","형지I&C","KOSDAQ","","821","36","4.59","5826031102"
"011320","유니크","KOSDAQ","","3820","5","0.13","73805054900"
"011370","서한","KOSDAQ","","783","0","0.00","79000679295"
"011560","세보엠이씨","KOSDAQ","","26500","3150","13.49","267249108000"
"0115H0","삼성스팩13호","KOSDAQ","","2005","-15","-0.74","14736750000"
"0117P0","피스피스스튜디오","KOSDAQ","","5090","110","2.21","72119756990"
"012210","삼미금속","KOSDAQ","","8870","180","2.07","204467505730"
"012340","뉴인텍","KOSDAQ","","571","-5","-0.87","12587576803"
"012620","원일특강","KOSDAQ","","7050","-10","-0.14","31020000000"
"012700","리드코프","KOSDAQ","","3020","20","0.67","79108453040"
"012790","신일제약","KOSDAQ","","5990","20","0.34","71798625850"
"012860","모베이스전자","KOSDAQ","","2250","-15","-0.66","164775278250"
"0129K0","신한제18호스팩","KOSDAQ","","1984","-11","-0.55","11150080000"
"013030","하이록코리아","KOSDAQ","","33700","150","0.45","396586452800"
"0130D0","신한제17호스팩","KOSDAQ","","1969","-10","-0.51","10514460000"
"0130H0","엔에이치스팩33호","KOSDAQ","","1996","-9","-0.45","15369200000"
"013120","동원개발","KOSDAQ","","2210","25","1.14","200685901000"
"0131D0","키움히어로제2호스팩","KOSDAQ","","1971","-10","-0.5","12437010000"
"0132G0","교보20호스팩","KOSDAQ","","1995","-2","-0.1","11910150000"
"013310","아진산업","KOSDAQ","","2435","35","1.46","94494027170"
"0134X0","대신밸런스제20호스팩","KOSDAQ","","1980","1","0.05","13345200000"
"013720","청보","KOSDAQ","","2355","-35","-1.46","28650053940"
"013810","스페코","KOSDAQ","","1596","41","2.64","23390130120"
"013990","아가방컴퍼니","KOSDAQ","","4360","125","2.95","143389656960"
"014100","메디앙스","KOSDAQ","","1660","-60","-3.49","19588000000"
"014190","원익큐브","KOSDAQ","","1185","-3","-0.25","41943159135"
"014470","부방","KOSDAQ","","954","-6","-0.63","57289856040"
"014570","고려제약","KOSDAQ","","3480","-10","-0.29","38280000000"
"014620","성광벤드","KOSDAQ","","31850","1700","5.64","845852043400"
"014940","오리엔탈정공","KOSDAQ","","4860","-15","-0.31","221487992460"
"014950","삼익제약","KOSDAQ","","4980","35","0.71","50136588240"
"014970","삼륭물산","KOSDAQ","","4475","75","1.7","66341875000"
"0155E0","해치텍","KOSDAQ","","15120","-1730","-10.27","82965708000"
"0156T0","에이치엘지노믹스","KOSDAQ","","9580","550","6.09","74553102380"
"015710","코콤","KOSDAQ","","2905","-5","-0.17","50926102500"
"015750","성우하이텍","KOSDAQ","","6060","80","1.34","484800000000"
"016100","리더스코스메틱","KOSDAQ","","1161","41","3.66","22176137934"
"016250","SGC E&C","KOSDAQ","","12130","140","1.17","61098640180"
"0164H0","한국제16호스팩","KOSDAQ","","1954","-4","-0.2","13189500000"
"0165X0","메리츠제2호스팩","KOSDAQ","","1949","-2","-0.1","14110760000"
"016600","큐캐피탈","KOSDAQ","","2650","-20","-0.75","36998242650"
"016670","디모아","KOSDAQ","","2340","0","0.00","23854507560"
"016790","현대사료","KOSDAQ","","994","0","0.00","187340898626"
"016920","카스","KOSDAQ","","1067","8","0.76","27420547044"
"017000","신원종합개발","KOSDAQ","","2445","25","1.03","28528326015"
"017250","인터엠","KOSDAQ","","1029","4","0.39","21655785543"
"017480","삼현철강","KOSDAQ","","4785","-55","-1.14","73894228650"
"017510","세명전기","KOSDAQ","","7440","-30","-0.4","113430240000"
"017650","대림제지","KOSDAQ","","10800","30","0.28","94878000000"
"017890","한국알콜","KOSDAQ","","14760","520","3.65","305140948560"
"018000","유니슨","KOSDAQ","","1214","74","6.49","315030916776"
"018120","진로발효","KOSDAQ","","16500","20","0.12","109248480000"
"018290","브이티","KOSDAQ","","13540","1310","10.71","473112486520"
"018310","삼목에스폼","KOSDAQ","","13810","-210","-1.5","203007000000"
"018620","우진비앤지","KOSDAQ","","2815","60","2.18","19516344330"
"018680","서울제약","KOSDAQ","","1969","0","0.00","22957199111"
"018700","졸스","KOSDAQ","","1425","-4","-0.28","23829220500"
"019010","베뉴지","KOSDAQ","","4475","0","0.00","215695000000"
"019210","와이지-원","KOSDAQ","","14490","-40","-0.28","538937118720"
"019540","일지테크","KOSDAQ","","5410","-40","-0.73","73108035000"
"019550","SBI인베스트먼트","KOSDAQ","","1040","10","0.97","84274618480"
"019570","GMI벤처","KOSDAQ","","2765","30","1.1","26391936060"
"019660","글로본","KOSDAQ","","1530","61","4.15","21334829490"
"019770","서연탑메탈","KOSDAQ","","3325","65","1.99","38736250000"
"019990","에너토크","KOSDAQ","","5220","10","0.19","50926779360"
"020180","대신정보통신","KOSDAQ","","4000","0","0.00","30743132000"
"020400","대동금속","KOSDAQ","","2870","-30","-1.03","17431036840"
"020710","시공테크","KOSDAQ","","3625","-15","-0.41","72673891250"
"021040","대호특수강","KOSDAQ","","951","0","0.00","20641240074"
"021045","대호특수강우","KOSDAQ","","2595","-55","-2.08","2201836740"
"021080","에이티넘인베스트","KOSDAQ","","2285","45","2.01","109680000000"
"021320","KCC건설","KOSDAQ","","5670","20","0.35","121338000000"
"021650","한국큐빅","KOSDAQ","","2035","38","1.9","33273395705"
"021880","메이슨캐피탈","KOSDAQ","","1383","60","4.54","29345102520"
"0218L0","네오뷰","KOSDAQ","","14390","0","0.00","75924158250"
"022220","티케이지애강","KOSDAQ","","600","2","0.33","31076747400"
"023160","태광","KOSDAQ","","26600","1450","5.77","688068637200"
"023410","유진기업","KOSDAQ","","3275","20","0.61","253193076325"
"023440","제이스코홀딩스","KOSDAQ","","521","0","0.00","46964378481"
"023600","삼보판지","KOSDAQ","","9540","140","1.49","152719182000"
"023760","한국캐피탈","KOSDAQ","","1398","3","0.22","220611093624"
"023770","플레이위드","KOSDAQ","","2320","-5","-0.22","20755868400"
"023790","동일스틸럭스","KOSDAQ","","1279","-35","-2.66","16716284432"
"023900","풍국주정","KOSDAQ","","7210","110","1.55","90846000000"
"023910","대한약품","KOSDAQ","","27000","600","2.27","162000000000"
"024060","흥구석유","KOSDAQ","","9950","200","2.05","149250000000"
"024120","KB오토시스","KOSDAQ","","3120","-20","-0.64","35880000000"
"024740","한일단조","KOSDAQ","","2110","30","1.44","69412773390"
"024800","유성티엔에스","KOSDAQ","","4445","25","0.57","156576769650"
"024830","세원물산","KOSDAQ","","8670","190","2.24","72394500000"
"024840","KBI메탈","KOSDAQ","","5750","160","2.86","248924607000"
"024850","HLB이노베이션","KOSDAQ","","14760","460","3.22","468682309440"
"024880","케이피에프","KOSDAQ","","3870","-5","-0.13","77174084880"
"024910","경창산업","KOSDAQ","","1631","41","2.58","58420797155"
"024940","PN풍년","KOSDAQ","","1931","4","0.21","19310000000"
"024950","삼천리자전거","KOSDAQ","","4605","25","0.55","57102000000"
"025320","시노펙스","KOSDAQ","","3990","-10","-0.25","367886789970"
"025440","DH오토웨어","KOSDAQ","","3330","-40","-1.19","32488292520"
"025550","한국선재","KOSDAQ","","2225","15","0.68","56768658900"
"025770","한국정보통신","KOSDAQ","","8040","70","0.88","301051938840"
"025870","신라에스지","KOSDAQ","","2300","145","6.73","9200000000"
"025880","케이씨피드","KOSDAQ","","2370","0","0.00","39616583460"
"025900","동화기업","KOSDAQ","","7520","-240","-3.09","380190783200"
"025950","동신건설","KOSDAQ","","10560","10","0.09","88704000000"
"025980","아난티","KOSDAQ","","5270","90","1.74","512776217300"
"026040","제이에스티나","KOSDAQ","","2100","5","0.24","34657959000"
"026150","특수건설","KOSDAQ","","3970","15","0.38","69658934070"
"026910","광진실업","KOSDAQ","","3650","85","2.38","28938389900"
"027040","서울전자통신","KOSDAQ","","2045","15","0.74","28461837605"
"027050","코리아나","KOSDAQ","","1456","42","2.97","58240000000"
"027360","아주IB투자","KOSDAQ","","3380","-100","-2.87","409471472280"
"027580","상보","KOSDAQ","","1612","-11","-0.68","19080043060"
"027710","팜스토리","KOSDAQ","","1092","22","2.06","121666927200"
"027830","대성창투","KOSDAQ","","963","7","0.73","52002000000"
"028080","휴맥스홀딩스","KOSDAQ","","4725","-75","-1.56","11955884850"
"028300","HLB","KOSDAQ","","36000","550","1.55","4795136028000"
"029480","광무","KOSDAQ","","1495","15","1.01","89280102340"
"030350","드래곤플라이","KOSDAQ","","973","0","0.00","15171092867"
"030520","한컴","KOSDAQ","","18180","510","2.89","439587745920"
"030530","원익홀딩스","KOSDAQ","","19080","-1170","-5.78","1473700677480"
"030960","양지사","KOSDAQ","","4515","40","0.89","72149700000"
"031310","아이즈비전","KOSDAQ","","955","5","0.53","28408051705"
"031330","에스에이엠티","KOSDAQ","","8150","90","1.12","814959796050"
"031510","오스템","KOSDAQ","","1100","-18","-1.61","30800000000"
"031860","디에이치엑스컴퍼니","KOSDAQ","","6930","0","0.00","18714756060"
"031980","피에스케이홀딩스","KOSDAQ","","120100","-6900","-5.43","2589643639500"
"032080","아즈텍WB","KOSDAQ","","1070","10","0.94","22995401030"
"032190","다우데이타","KOSDAQ","","20350","350","1.75","779405000000"
"032280","삼일","KOSDAQ","","1349","5","0.37","21872132910"
"032300","한국파마","KOSDAQ","","7980","10","0.13","87035473980"
"032500","케이엠더블유","KOSDAQ","","14660","-700","-4.56","618530336660"
"032540","TJ미디어","KOSDAQ","","3125","35","1.13","65304415625"
"032580","피델릭스","KOSDAQ","","4700","340","7.8","155720700800"
"032620","GC메디아이","KOSDAQ","","3105","50","1.64","162072116595"
"032680","소프트센","KOSDAQ","","940","-7","-0.74","19604528140"
"032685","소프트센우","KOSDAQ","","9180","280","3.15","655103160"
"032750","삼진","KOSDAQ","","3035","-25","-0.82","27409455270"
"032790","엠젠솔루션","KOSDAQ","","1140","118","11.55","29275320840"
"032800","판타지오","KOSDAQ","","1551","34","2.24","23430994224"
"032820","우리기술","KOSDAQ","","12510","270","2.21","2161535496120"
"032850","비트컴퓨터","KOSDAQ","","4015","95","2.42","66742521395"
"032860","더라미","KOSDAQ","","690","0","0.00","27873145470"
"032940","원익","KOSDAQ","","6700","590","9.66","121894312700"
"032960","동일기연","KOSDAQ","","1998","-42","-2.06","35150764050"
"033050","제이엠아이","KOSDAQ","","835","3","0.36","26585838880"
"033100","제룡전기","KOSDAQ","","48300","-1800","-3.59","775814354700"
"033130","디지틀조선","KOSDAQ","","1913","3","0.16","71001505771"
"033160","엠케이전자","KOSDAQ","","13920","-660","-4.53","336786966720"
"033170","시그네틱스","KOSDAQ","","1949","-126","-6.07","33416897187"
"033200","모아텍","KOSDAQ","","2490","-20","-0.8","22919277210"
"033230","인성정보","KOSDAQ","","1170","3","0.26","59102994600"
"033290","로젠","KOSDAQ","","1524","2","0.13","85582202724"
"033310","엠투엔","KOSDAQ","","1439","21","1.48","57520364184"
"033320","제이씨현시스템","KOSDAQ","","3210","60","1.9","61357326720"
"033340","좋은사람들","KOSDAQ","","416","-14","-3.26","40331432128"
"033500","동성화인텍","KOSDAQ","","18360","590","3.32","550607109840"
"033540","파라텍","KOSDAQ","","3235","5","0.15","33803375510"
"033560","블루콤","KOSDAQ","","4495","10","0.22","76864500000"
"033640","네패스","KOSDAQ","","23400","-700","-2.9","539585326800"
"033790","피노","KOSDAQ","","6750","100","1.5","562422737250"
"033830","티비씨","KOSDAQ","","1677","56","3.45","31707257010"
"034810","해성산업","KOSDAQ","","6160","60","0.98","194533736320"
"03481K","해성산업1우","KOSDAQ","","6170","70","1.15","8498885010"
"034940","조아제약","KOSDAQ","","3230","560","20.97","20012966950"
"034950","한국기업평가","KOSDAQ","","103700","-200","-0.19","470851301800"
"035080","그래디언트","KOSDAQ","","12250","180","1.49","140033229000"
"035200","프럼파스트","KOSDAQ","","2775","45","1.65","25585447275"
"035290","골드앤에스","KOSDAQ","","2500","-85","-3.29","11919120000"
"035460","기산텔레콤","KOSDAQ","","2390","-20","-0.83","35659612600"
"035600","KG이니시스","KOSDAQ","","10640","590","5.87","293179177760"
"035610","솔본","KOSDAQ","","5030","30","0.6","137550364910"
"035620","바른손이앤에이","KOSDAQ","","699","-10","-1.41","13008332682"
"035760","CJ ENM","KOSDAQ","","32850","200","0.61","720372708900"
"035810","이지홀딩스","KOSDAQ","","4615","115","2.56","297742193775"
"035890","서희건설","KOSDAQ","","2285","-20","-0.87","474339804760"
"035900","JYP Ent.","KOSDAQ","","40100","350","0.88","1424852929200"
"036000","예림당","KOSDAQ","","2900","0","0.00","66799403300"
"036010","아비코전자","KOSDAQ","","7160","160","2.29","95177407440"
"036030","케이티알파","KOSDAQ","","4700","0","0.00","230389962700"
"036090","위지트","KOSDAQ","","1379","4","0.29","58677158806"
"036120","서울평가정보","KOSDAQ","","1586","8","0.51","55739970000"
"036170","에이치엠넥스","KOSDAQ","","2295","-60","-2.55","140834111670"
"036190","금화피에스시","KOSDAQ","","34850","150","0.43","209100000000"
"036200","유니셈","KOSDAQ","","8870","-220","-2.42","271991658010"
"036220","오상헬스케어","KOSDAQ","","6940","270","4.05","99307347040"
"036480","대성미생물","KOSDAQ","","6170","-10","-0.16","23446000000"
"036540","SFA반도체","KOSDAQ","","5610","-170","-2.94","922622299830"
"036560","KZ정밀","KOSDAQ","","12340","0","0.00","194355000000"
"036620","감성코퍼레이션","KOSDAQ","","3790","-20","-0.52","340580557760"
"036630","세종텔레콤","KOSDAQ","","8180","-570","-6.51","114520000000"
"036640","HRS","KOSDAQ","","4970","5","0.1","81283356000"
"036670","삼양케이씨아이","KOSDAQ","","5200","50","0.97","55953040000"
"036690","코맥스","KOSDAQ","","2885","0","0.00","125692107675"
"036710","심텍홀딩스","KOSDAQ","","4000","-160","-3.85","211311016000"
"036800","나이스정보통신","KOSDAQ","","7200","-10","-0.14","327600000000"
"036810","에프에스티","KOSDAQ","","24650","-550","-2.18","533667298850"
"036830","솔브레인홀딩스","KOSDAQ","","43750","-250","-0.57","897049168750"
"036890","진성티이씨","KOSDAQ","","13270","-340","-2.5","292372907210"
"036930","주성엔지니어링","KOSDAQ","","176800","-2300","-1.28","8217862192800"
"037030","파워넷","KOSDAQ","","3345","15","0.45","85340958240"
"037070","파세코","KOSDAQ","","5790","140","2.48","115800000000"
"037230","한국팩키지","KOSDAQ","","1430","12","0.85","42614467610"
"037330","인지디스플레","KOSDAQ","","745","0","0.00","32694491880"
"037350","성도이엔지","KOSDAQ","","7540","170","2.31","114683400000"
"037370","EG","KOSDAQ","","3690","45","1.23","31826146680"
"037400","우리엔터프라이즈","KOSDAQ","","632","0","0.00","16573154672"
"037440","희림","KOSDAQ","","4335","-70","-1.59","60353929125"
"037460","삼지전자","KOSDAQ","","30400","-1300","-4.1","496083068800"
"037760","쎄니트","KOSDAQ","","2320","25","1.09","78492376720"
"037950","엘컴텍","KOSDAQ","","2900","15","0.52","48979558700"
"038010","제일테크노스","KOSDAQ","","5520","20","0.36","49680000000"
"038060","루멘스","KOSDAQ","","848","-2","-0.24","40791402512"
"038070","서린바이오","KOSDAQ","","4430","90","2.07","41201994680"
"038110","에코플라스틱","KOSDAQ","","1989","49","2.53","81885876930"
"038290","마크로젠","KOSDAQ","","12840","240","1.9","139203576000"
"038390","레드캡투어","KOSDAQ","","10020","20","0.2","167542636440"
"038460","바이오스마트","KOSDAQ","","2740","20","0.74","69252245080"
"038500","삼표시멘트","KOSDAQ","","7920","60","0.76","854697143520"
"038530","케이바이오랩스","KOSDAQ","","999","0","0.00","25864231878"
"038540","상상인","KOSDAQ","","2075","55","2.72","114806249475"
"038620","위즈코프","KOSDAQ","","1923","-2","-0.1","29125552239"
"038680","에스넷","KOSDAQ","","4155","95","2.34","82737027510"
"038870","에코심플렉스","KOSDAQ","","1838","33","1.83","25759476262"
"038880","아이에이","KOSDAQ","","3070","30","0.99","23069278610"
"038950","파인디지털","KOSDAQ","","3155","5","0.16","32214963575"
"039010","현대에이치티","KOSDAQ","","7540","40","0.53","65032500000"
"039020","이건홀딩스","KOSDAQ","","2800","50","1.82","63237185200"
"039030","이오테크닉스","KOSDAQ","","398500","-8000","-1.97","4909340675000"
"039200","오스코텍","KOSDAQ","","35800","750","2.14","1369642700800"
"039240","경남스틸","KOSDAQ","","1939","14","0.73","52313452156"
"039290","인포뱅크","KOSDAQ","","3990","100","2.57","34688972220"
"039310","세중","KOSDAQ","","1386","-38","-2.67","25116630462"
"039340","한국경제TV","KOSDAQ","","4915","20","0.41","108130000000"
"039420","케이엘넷","KOSDAQ","","2790","15","0.54","64022113260"
"039440","에스티아이","KOSDAQ","","20150","-400","-1.95","312466997050"
"039560","다산네트웍스","KOSDAQ","","2450","0","0.00","105076746600"
"039610","화성밸브","KOSDAQ","","5700","-20","-0.35","59339280000"
"039740","한국정보공학","KOSDAQ","","3090","20","0.65","24776846730"
"039830","오로라","KOSDAQ","","17700","-160","-0.9","190503153000"
"039840","디오","KOSDAQ","","11100","290","2.68","148915690800"
"039860","나노엔텍","KOSDAQ","","3900","100","2.63","148562906700"
"039980","폴라리스AI","KOSDAQ","","5500","-210","-3.68","79096677000"
"040160","누리플렉스","KOSDAQ","","6930","-270","-3.75","83544857550"
"040300","YTN","KOSDAQ","","2020","28","1.41","96307499600"
"040350","크레오에스지","KOSDAQ","","6010","-320","-5.06","119335737960"
"040420","정상제이엘에스","KOSDAQ","","5820","-20","-0.34","91243352640"
"040610","SG&G","KOSDAQ","","3280","30","0.92","55903001440"
"040910","아이씨디","KOSDAQ","","4520","45","1.01","82147723000"
"041020","폴라리스오피스","KOSDAQ","","3005","70","2.39","149299797965"
"041190","우리기술투자","KOSDAQ","","6490","350","5.7","545160000000"
"041440","현대에버다임","KOSDAQ","","6680","90","1.37","119182636160"
"041460","한국전자인증","KOSDAQ","","3585","70","1.99","68115000000"
"041510","에스엠","KOSDAQ","","75800","1200","1.61","1735417502000"
"041520","이엘씨","KOSDAQ","","11150","150","1.36","135904339500"
"041590","플래스크","KOSDAQ","","2370","0","0.00","116064014460"
"041830","인바디","KOSDAQ","","60300","-200","-0.33","812897184600"
"041910","폴라리스AI파마","KOSDAQ","","5460","50","0.92","72527091000"
"041920","메디아나","KOSDAQ","","9030","-30","-0.33","167941953690"
"041930","SY동아","KOSDAQ","","4895","40","0.82","74404000000"
"041960","코미팜","KOSDAQ","","9260","20","0.22","684188943700"
"042000","카페24","KOSDAQ","","17120","100","0.59","413930253280"
"042040","케이피엠테크","KOSDAQ","","4355","-50","-1.14","37762165805"
"042110","에스씨디","KOSDAQ","","1172","54","4.83","56642249008"
"042370","비츠로테크","KOSDAQ","","8690","70","0.81","227678217250"
"042420","네오위즈홀딩스","KOSDAQ","","23700","200","0.85","192972107100"
"042500","링네트","KOSDAQ","","4590","175","3.96","102316350960"
"042510","라온시큐어","KOSDAQ","","9480","1330","16.32","105283249440"
"042520","한스바이오메드","KOSDAQ","","19840","540","2.8","282945521280"
"042600","새로닉스","KOSDAQ","","12880","300","2.38","160015633120"
"042940","상지건설","KOSDAQ","","5990","0","0.00","40903984880"
"043100","알파AI","KOSDAQ","","520","0","0.00","10457241600"
"043150","바텍","KOSDAQ","","19140","120","0.63","284310459840"
"043200","파루","KOSDAQ","","1475","144","10.82","30830681575"
"043220","티에스넥스젠","KOSDAQ","","1710","0","0.00","28191099330"
"043260","성호전자","KOSDAQ","","15740","-780","-4.72","1155844108480"
"043340","에쎈테크","KOSDAQ","","841","8","0.96","39947500000"
"043360","디지아이","KOSDAQ","","2205","10","0.46","19845000000"
"043370","피에이치에이","KOSDAQ","","11170","60","0.54","234570000000"
"043590","웰킵스하이텍","KOSDAQ","","1476","26","1.79","20026930356"
"043610","KT지니뮤직","KOSDAQ","","1185","-8","-0.67","68866794030"
"043650","국순당","KOSDAQ","","3595","55","1.55","64200602880"
"043710","코스리거글로벌","KOSDAQ","","2950","-95","-3.12","51071880900"
"043910","자연과환경","KOSDAQ","","3640","150","4.3","41274487800"
"044180","KD","KOSDAQ","","205","0","0.00","5477148795"
"044340","위닉스","KOSDAQ","","3495","20","0.58","62467620375"
"044480","빌리언스","KOSDAQ","","820","0","0.00","27265751120"
"044490","태웅","KOSDAQ","","33000","150","0.46","660243573000"
"044780","에이치케이","KOSDAQ","","1351","42","3.21","25001318237"
"044960","이글벳","KOSDAQ","","3065","-15","-0.49","38747371395"
"044990","에이치엔에스하이텍","KOSDAQ","","11290","0","0.00","86768448250"
"045060","오공","KOSDAQ","","2135","-15","-0.7","36171114490"
"045100","한양이엔지","KOSDAQ","","30050","0","0.00","525875000000"
"045300","성우테크론","KOSDAQ","","2675","5","0.19","28213257100"
"045340","토탈소프트","KOSDAQ","","6900","50","0.73","59050476000"
"045390","대아티아이","KOSDAQ","","3150","45","1.45","221991137550"
"045510","정원엔시스","KOSDAQ","","1097","-12","-1.08","34533512829"
"045520","크린앤사이언스","KOSDAQ","","2270","-130","-5.42","14755000000"
"045660","에이텍","KOSDAQ","","9600","-180","-1.84","79296000000"
"045970","코아시아","KOSDAQ","","3135","55","1.79","82497136260"
"046070","코다코","KOSDAQ","","10280","0","0.00","159196994920"
"046120","오르비텍","KOSDAQ","","4875","85","1.77","165045235875"
"046210","HLB파나진","KOSDAQ","","1130","45","4.15","51446594800"
